analysis,scenario,comparison,start_year,end_year,year,group,A_records,B_records,denominator_records,UCF,UCF_CI_lo,UCF_CI_hi,start_weight,end_weight,start_UCF,end_UCF,composition_component,selection_component,total_change,composition_total,selection_total,decomposition_residual,excluded_A_records,excluded_B_records,metric,metric_value,note
complexity_kitagawa,record_n,2018_vs_2024,2018,2024,,3-4,574,407,1620,,,,0.35432098765432096,0.3079903147699758,0.7090592334494773,0.6933962264150944,-0.03248835257292467,-0.005186893294411546,-0.03592054524257904,-0.02329607382628399,-0.012624471416295087,3.8163916471489756e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa,record_n,2018_vs_2024,2018,2024,,5-9,763,375,1620,,,,0.47098765432098766,0.511864406779661,0.49148099606815204,0.46830652790917693,0.019616498515272165,-0.011388536897480024,-0.03592054524257904,-0.02329607382628399,-0.012624471416295087,3.8163916471489756e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa_total,record_n,2018_vs_2024,2018,2024,,TOTAL,1620,969,1620,,,,,,0.5981481481481481,0.5622276029055691,,,-0.03592054524257904,-0.02329607382628399,-0.012624471416295087,3.8163916471489756e-17,,,,,TOTAL row is endpoint UCF change and identity check.
complexity_kitagawa,unique_record_axis_icd,1999_vs_2024,1999,2024,,1,29,29,2401,,,,0.012078300708038317,0.01549636803874092,1.0,1.0,0.0034180673307026028,0.0,0.10491814851156656,-0.041498590511321536,0.14641673902288804,5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa,unique_record_axis_icd,1999_vs_2024,1999,2024,,10+,54,10,2401,,,,0.022490628904623073,0.08765133171912833,0.18518518518518517,0.30939226519337015,0.016113507131436382,0.006840205657726324,0.10491814851156656,-0.041498590511321536,0.14641673902288804,5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa,unique_record_axis_icd,1999_vs_2024,1999,2024,,2,213,155,2401,,,,0.08871303623490212,0.07699757869249395,0.7276995305164319,0.8616352201257862,-0.009309891895911394,0.01109728274294548,0.10491814851156656,-0.041498590511321536,0.14641673902288804,5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa,unique_record_axis_icd,1999_vs_2024,1999,2024,,3-4,1063,566,2401,,,,0.44273219491878385,0.3079903147699758,0.5324553151458138,0.6933962264150944,-0.08258677074661575,0.06041098240983514,0.10491814851156656,-0.041498590511321536,0.14641673902288804,5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa,unique_record_axis_icd,1999_vs_2024,1999,2024,,5-9,1042,338,2401,,,,0.43398583923365264,0.511864406779661,0.32437619961612285,0.46830652790917693,0.03086649766906662,0.0680682682123811,0.10491814851156656,-0.041498590511321536,0.14641673902288804,5.551115123125783e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa_total,unique_record_axis_icd,1999_vs_2024,1999,2024,,TOTAL,2401,1098,2401,,,,,,0.4573094543940025,0.5622276029055691,,,0.10491814851156656,-0.041498590511321536,0.14641673902288804,5.551115123125783e-17,,,,,TOTAL row is endpoint UCF change and identity check.
complexity_kitagawa,unique_record_axis_icd,2018_vs_2024,2018,2024,,1,28,28,1620,,,,0.01728395061728395,0.01549636803874092,1.0,1.0,-0.0017875825785430288,0.0,-0.03592054524257904,-0.023368571622532985,-0.012551973620046071,1.734723475976807e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa,unique_record_axis_icd,2018_vs_2024,2018,2024,,10+,96,30,1620,,,,0.05925925925925926,0.08765133171912833,0.3125,0.30939226519337015,0.008828405127801137,-0.00022827957852304798,-0.03592054524257904,-0.023368571622532985,-0.012551973620046071,1.734723475976807e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa,unique_record_axis_icd,2018_vs_2024,2018,2024,,2,158,129,1620,,,,0.09753086419753086,0.07699757869249395,0.8164556962025317,0.8616352201257862,-0.01722835994418918,0.003942555980419119,-0.03592054524257904,-0.023368571622532985,-0.012551973620046071,1.734723475976807e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa,unique_record_axis_icd,2018_vs_2024,2018,2024,,3-4,574,407,1620,,,,0.35432098765432096,0.3079903147699758,0.7090592334494773,0.6933962264150944,-0.03248835257292467,-0.005186893294411546,-0.03592054524257904,-0.023368571622532985,-0.012551973620046071,1.734723475976807e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa,unique_record_axis_icd,2018_vs_2024,2018,2024,,5-9,764,375,1620,,,,0.47160493827160493,0.511864406779661,0.4908376963350785,0.46830652790917693,0.019307318345322757,-0.011079356727530595,-0.03592054524257904,-0.023368571622532985,-0.012551973620046071,1.734723475976807e-17,,,,,Kitagawa two-way descriptive accounting; components are not causal mediation.
complexity_kitagawa_total,unique_record_axis_icd,2018_vs_2024,2018,2024,,TOTAL,1620,969,1620,,,,,,0.5981481481481481,0.5622276029055691,,,-0.03592054524257904,-0.023368571622532985,-0.012551973620046071,1.734723475976807e-17,,,,,TOTAL row is endpoint UCF change and identity check.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,1999,all_A_records,2401,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,7,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2000,all_A_records,2316,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,2,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2001,all_A_records,2389,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,3,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2002,all_A_records,2266,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,2,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2003,all_A_records,2211,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,4,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2004,all_A_records,2149,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,0,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2005,all_A_records,2087,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,4,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2006,all_A_records,1947,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,4,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2007,all_A_records,1870,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,2,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2008,all_A_records,2034,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,2,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2009,all_A_records,1824,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,3,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2010,all_A_records,1780,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,1,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2011,all_A_records,1808,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,2,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2012,all_A_records,1746,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,1,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2013,all_A_records,1701,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,0,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2014,all_A_records,1692,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,1,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2015,all_A_records,1772,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,0,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2016,all_A_records,1742,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,1,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2017,all_A_records,1668,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,2,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2018,all_A_records,1620,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,2,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2019,all_A_records,1794,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,3,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2020,all_A_records,1906,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,0,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2021,all_A_records,2034,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,0,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2022,all_A_records,2205,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,0,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2023,all_A_records,2057,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,0,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
complexity_counter_audit,record_n_vs_unique_record_axis_icd,annual,,,2024,all_A_records,2065,,,,,,,,,,,,,,,,,,count_records_with_record_n_neq_unique_count,0,The count objects differ when their integer counts differ; target total is 46 across 1999-2024.
