analysis,scenario,comparison,start_year,end_year,year,group,A_records,B_records,denominator_records,UCF,UCF_CI_lo,UCF_CI_hi,start_weight,end_weight,start_UCF,end_UCF,composition_component,selection_component,total_change,composition_total,selection_total,decomposition_residual,excluded_A_records,excluded_B_records,metric,metric_value,note
part_rule,Part_II_priority,annual,,,2017,Part_II,578,34,1668,0.058823529411764705,0.042397042486903666,0.08107552505117799,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2017,included_all,1668,973,1668,0.5833333333333334,0.5595089244550656,0.6067747853627897,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2018,Part_I,1081,922,1620,0.8529139685476411,0.8305505408213558,0.8727780366368099,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2018,Part_II,539,47,1620,0.08719851576994433,0.0662075404919085,0.11403193317182303,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2018,included_all,1620,969,1620,0.5981481481481481,0.574068936459787,0.6217629892941875,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2019,Part_I,1173,1000,1794,0.8525149190110827,0.8310727631355018,0.8716557087427168,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2019,Part_II,620,48,1794,0.07741935483870968,0.05888877596234115,0.10115422440097836,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2019,entity_no_K80,1,1,1794,1.0,0.20654931437723742,1.0,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2019,included_all,1794,1049,1794,0.584726867335563,0.5617670984689374,0.6073245633728198,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2020,Part_I,1192,998,1906,0.837248322147651,0.8152150309952031,0.8571148954089898,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2020,Part_II,714,54,1906,0.07563025210084033,0.058426226479487954,0.0973762246695901,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2020,included_all,1906,1052,1906,0.5519412381951732,0.5295335158543095,0.5741400111212033,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2021,Part_I,1301,1117,2034,0.8585703305149884,0.8385780429342553,0.8764513529306173,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2021,Part_II,733,55,2034,0.07503410641200546,0.05809916700566616,0.09640009122404315,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2021,included_all,2034,1172,2034,0.576204523107178,0.5546053491524149,0.5975163964613965,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2022,Part_I,1369,1166,2205,0.8517165814463111,0.8319078007003948,0.8695570289145568,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2022,Part_II,835,62,2205,0.07425149700598803,0.058352206611132336,0.09405020206383133,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2022,entity_no_K80,1,1,2205,1.0,0.20654931437723742,1.0,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2022,included_all,2205,1229,2205,0.5573696145124717,0.536555882359061,0.5779838004188407,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2023,Part_I,1251,1051,2057,0.8401278976818545,0.8187825242620117,0.8593907971707799,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2023,Part_II,806,66,2057,0.08188585607940446,0.06488100636679718,0.10285732974964333,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2023,included_all,2057,1117,2057,0.5430238210986874,0.521436365855208,0.5644508814351719,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Part_II_priority,annual,,,2024,Part_I,1254,1094,2065,0.8724082934609251,0.8527982307227627,0.889743679825872,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule,Part_II_priority,annual,,,2024,Part_II,811,67,2065,0.08261405672009864,0.06557732807147967,0.10358620347021391,,,,,,,,,,,0,0,,,Both assigned to Part II; all A retained.
part_rule_overall,Part_II_priority,annual,,,2024,included_all,2065,1161,2065,0.5622276029055691,0.5407338595177733,0.5834902558218807,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,1999,Both,15,14,2401,0.9333333333333333,0.7018347012621998,0.9881331045067316,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,1999,Part_II_only,1171,69,2401,0.05892399658411614,0.04682387095601707,0.07390855447530417,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,1999,Part_I_only,1215,1015,2401,0.8353909465020576,0.81348871973099,0.8551790500612878,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,1999,included_all,2401,1098,2401,0.4573094543940025,0.4374668512790624,0.477288444024051,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2000,Both,13,9,2316,0.6923076923076923,0.42369343180549035,0.8731929634428949,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2000,Part_II_only,1099,49,2316,0.044585987261146494,0.03388834468374071,0.05845626025122125,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2000,Part_I_only,1204,1015,2316,0.8430232558139535,0.8213878793769863,0.86247670729359,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2000,included_all,2316,1073,2316,0.4632987910189983,0.44306789669181,0.48365123346529126,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2001,Both,22,18,2389,0.8181818181818182,0.6148339256287346,0.9269311541657795,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2001,Part_II_only,1098,60,2389,0.0546448087431694,0.04268772575420833,0.06970726340624875,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2001,Part_I_only,1269,1060,2389,0.8353033884948778,0.8138900209237837,0.854692852538292,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2001,included_all,2389,1138,2389,0.4763499372122227,0.456376593706232,0.4963992161647272,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2002,Both,17,15,2266,0.8823529411764706,0.6566364940511412,0.9671202262362074,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2002,Part_II_only,1058,68,2266,0.06427221172022685,0.051014138675970794,0.08068297830795758,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2002,Part_I_only,1191,994,2266,0.834592779177162,0.8124223721120295,0.8546117302923489,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2002,included_all,2266,1077,2266,0.47528684907325686,0.4547844323205873,0.49587291444486037,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2003,Both,12,10,2211,0.8333333333333334,0.5519691377470266,0.9530348578161463,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2003,Part_II_only,1017,54,2211,0.05309734513274336,0.040921712300837645,0.06863639572300442,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2003,Part_I_only,1182,985,2211,0.8333333333333334,0.8110146929682663,0.8534923489626651,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2003,included_all,2211,1049,2211,0.47444595205789236,0.45369427286130914,0.4952862740080964,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2004,Both,17,15,2149,0.8823529411764706,0.6566364940511412,0.9671202262362074,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2004,Part_II_only,922,55,2149,0.0596529284164859,0.046115012763751025,0.07684497972319332,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2004,Part_I_only,1210,1017,2149,0.8404958677685951,0.818792327621539,0.8600442650917764,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2004,included_all,2149,1087,2149,0.5058166589111215,0.4846868235242071,0.5269257361919621,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2005,Both,11,10,2087,0.9090909090909091,0.6226415635484044,0.9837678271141151,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2005,Part_II_only,925,46,2087,0.04972972972972973,0.03748839836244382,0.06569547431091796,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2005,Part_I_only,1151,985,2087,0.8557775847089487,0.8342975291633392,0.8748907267175587,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2005,included_all,2087,1041,2087,0.49880210828941063,0.47737262502394834,0.520235993277116,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2006,Both,10,9,1947,0.9,0.5958499732047616,0.9821237869049271,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2006,Part_II_only,841,58,1947,0.06896551724137931,0.05372663164293609,0.0881241944138008,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2006,Part_I_only,1096,943,1947,0.8604014598540146,0.8386219469995211,0.879663396459961,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2006,included_all,1947,1010,1947,0.5187467899332306,0.4965380095765793,0.5408817405881161,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2007,Both,17,16,1870,0.9411764705882353,0.7301796936242461,0.9895395990150025,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2007,Part_II_only,750,51,1870,0.068,0.05209614530686504,0.08830666430547972,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2007,Part_I_only,1103,953,1870,0.8640072529465095,0.8425104511247382,0.8829773715446187,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2007,included_all,1870,1020,1870,0.5454545454545454,0.5228162016374261,0.5679065215682978,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2008,Both,12,10,2034,0.8333333333333334,0.5519691377470266,0.9530348578161463,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2008,Part_II_only,808,46,2034,0.05693069306930693,0.04295104176070542,0.07510336132424714,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2008,Part_I_only,1214,1080,2034,0.8896210873146623,0.8707498220344135,0.9060343752420252,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2008,included_all,2034,1136,2034,0.5585054080629301,0.5368353100827341,0.5799549333239985,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2009,Both,16,14,1824,0.875,0.6397717273424132,0.9650225122567595,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2009,Part_II_only,702,43,1824,0.06125356125356125,0.0457906957137784,0.08149207819808482,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2009,Part_I_only,1106,931,1824,0.8417721518987342,0.819085421614714,0.8620929520994178,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2009,included_all,1824,988,1824,0.5416666666666666,0.5187368528275924,0.5644213441081904,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2010,Both,10,7,1780,0.7,0.3967781474611453,0.8922087325936988,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2010,Part_II_only,657,29,1780,0.0441400304414003,0.030906564640661813,0.06267330689320566,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2010,Part_I_only,1113,958,1780,0.8607367475292004,0.8391529624330135,0.8798389711650744,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2010,included_all,1780,994,1780,0.5584269662921348,0.5352569842491082,0.5813453062579809,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2011,Both,13,13,1808,1.0,0.7719046276458015,1.0,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2011,Part_II_only,657,31,1808,0.0471841704718417,0.03343750647989905,0.06619525405875061,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2011,Part_I_only,1138,960,1808,0.843585237258348,0.8213284165348131,0.8635302334634606,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2011,included_all,1808,1004,1808,0.5553097345132744,0.5323106687663177,0.578074265316258,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2012,Both,9,7,1746,0.7777777777777778,0.45258896910698887,0.9367748928821533,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2012,Part_II_only,630,48,1746,0.0761904761904762,0.05794614467649288,0.09957188673542529,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2012,Part_I_only,1107,970,1746,0.8762420957542909,0.8555321960784968,0.8943497905772231,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2012,included_all,1746,1025,1746,0.5870561282932417,0.5637949394080431,0.6099350853708194,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2013,Both,11,8,1701,0.7272727272727273,0.43435469882387095,0.9025394070997511,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2013,Part_II_only,635,36,1701,0.05669291338582677,0.0412289799190672,0.07748820377890067,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2013,Part_I_only,1055,904,1701,0.8568720379146919,0.8344439104350727,0.8767107140151909,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2013,included_all,1701,948,1701,0.5573192239858906,0.5336119064164113,0.5807682308046116,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2014,Both,10,10,1692,1.0,0.7224672001371106,0.9999999999999999,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2014,Part_II_only,591,30,1692,0.050761421319796954,0.03578546628336034,0.07153970057246595,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2014,Part_I_only,1091,954,1692,0.8744271310724107,0.8534411883828571,0.8927855766138115,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2014,included_all,1692,994,1692,0.5874704491725768,0.5638412704743248,0.610703347750684,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2015,Both,9,6,1772,0.6666666666666666,0.35420213558039626,0.8794161816130891,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2015,Part_II_only,572,39,1772,0.06818181818181818,0.05027476617510234,0.0918502190392359,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2015,Part_I_only,1191,1034,1772,0.8681780016792612,0.8477759226963308,0.886212669284397,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2015,included_all,1772,1079,1772,0.6089164785553047,0.5859831121153685,0.6313786338235601,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2016,Both,15,13,1742,0.8666666666666667,0.6211801716767764,0.9626387408969347,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2016,Part_II_only,585,39,1742,0.06666666666666667,0.049148742020732945,0.0898385143871338,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2016,Part_I_only,1142,979,1742,0.8572679509632224,0.8357810942597974,0.8763593102598919,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2016,included_all,1742,1031,1742,0.5918484500574053,0.5685906491037471,0.6147020538981384,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2017,Both,7,7,1668,1.0,0.6456695649333126,1.0,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2017,Part_II_only,571,27,1668,0.047285464098073555,0.03269822453792171,0.06792336065420718,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2017,Part_I_only,1090,939,1668,0.8614678899082568,0.8396868775382086,0.8807100260949452,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2017,included_all,1668,973,1668,0.5833333333333334,0.5595089244550656,0.6067747853627897,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2018,Both,8,8,1620,1.0,0.6755924351161198,1.0,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2018,Part_II_only,531,39,1620,0.07344632768361582,0.05419042197074493,0.09882961316481009,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2018,Part_I_only,1081,922,1620,0.8529139685476411,0.8305505408213558,0.8727780366368099,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2018,included_all,1620,969,1620,0.5981481481481481,0.574068936459787,0.6217629892941875,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2019,Both,16,14,1794,0.875,0.6397717273424132,0.9650225122567595,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2019,Part_II_only,604,34,1794,0.056291390728476824,0.04055937718059835,0.07763173627204045,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2019,Part_I_only,1173,1000,1794,0.8525149190110827,0.8310727631355018,0.8716557087427168,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2019,entity_no_K80,1,1,1794,1.0,0.20654931437723742,1.0,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2019,included_all,1794,1049,1794,0.584726867335563,0.5617670984689374,0.6073245633728198,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2020,Both,15,13,1906,0.8666666666666667,0.6211801716767764,0.9626387408969347,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2020,Part_II_only,699,41,1906,0.058655221745350504,0.04352887186837537,0.07860601039188361,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2020,Part_I_only,1192,998,1906,0.837248322147651,0.8152150309952031,0.8571148954089898,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2020,included_all,1906,1052,1906,0.5519412381951732,0.5295335158543095,0.5741400111212033,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2021,Both,4,4,2034,1.0,0.5101091635454027,1.0,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2021,Part_II_only,729,51,2034,0.06995884773662552,0.05360818480251435,0.09081794931797703,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2021,Part_I_only,1301,1117,2034,0.8585703305149884,0.8385780429342553,0.8764513529306173,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2021,included_all,2034,1172,2034,0.576204523107178,0.5546053491524149,0.5975163964613965,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2022,Both,19,18,2205,0.9473684210526315,0.753612688331012,0.9906480059376995,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2022,Part_II_only,816,44,2205,0.05392156862745098,0.040410415064090786,0.07161302292208283,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2022,Part_I_only,1369,1166,2205,0.8517165814463111,0.8319078007003948,0.8695570289145568,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2022,entity_no_K80,1,1,2205,1.0,0.20654931437723742,1.0,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2022,included_all,2205,1229,2205,0.5573696145124717,0.536555882359061,0.5779838004188407,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2023,Both,9,7,2057,0.7777777777777778,0.45258896910698887,0.9367748928821533,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2023,Part_II_only,797,59,2057,0.0740276035131744,0.057823096283047645,0.09431870092125273,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2023,Part_I_only,1251,1051,2057,0.8401278976818545,0.8187825242620117,0.8593907971707799,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2023,included_all,2057,1117,2057,0.5430238210986874,0.521436365855208,0.5644508814351719,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_separate,annual,,,2024,Both,20,18,2065,0.9,0.6989663547715128,0.9721335187862318,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2024,Part_II_only,791,49,2065,0.061946902654867256,0.04717245539133176,0.08095556019028653,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule,Both_separate,annual,,,2024,Part_I_only,1254,1094,2065,0.8724082934609251,0.8527982307227627,0.889743679825872,,,,,,,,,,,0,0,,,"Part I-only, Part II-only, Both and entity-no-K80 are separate; all A retained."
part_rule_overall,Both_separate,annual,,,2024,included_all,2065,1161,2065,0.5622276029055691,0.5407338595177733,0.5834902558218807,,,,,,,,,,,0,0,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,1999,Part_II_only,1171,69,2386,0.05892399658411614,0.04682387095601707,0.07390855447530417,,,,,,,,,,,15,14,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule,Both_excluded,annual,,,1999,Part_I_only,1215,1015,2386,0.8353909465020576,0.81348871973099,0.8551790500612878,,,,,,,,,,,15,14,,,Both records excluded from Part-stratified denominator; other A retained.
part_rule_overall,Both_excluded,annual,,,1999,included_all,2386,1084,2386,0.4543168482816429,0.4344277225189104,0.4743528372979842,,,,,,,,,,,15,14,,,Overall UCF over strategy-defined included A records.
part_rule,Both_excluded,annual,,,2000,Part_II_only,1099,49,2303,0.044585987261146494,0.03388834468374071,0.05845626025122125,,,,,,,,,,,13,9,,,Both records excluded from Part-stratified denominator; other A retained.
